satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary
0.73,0.78,many,181,long,0,0,0,IT,low
0.34,0.51,middle,105,middle,0,0,0,support,medium
0.5,0.68,middle,245,long,0,0,0,marketing,medium
0.34,0.91,many,284,long,0,0,0,IT,low
0.14,0.9,many,198,long,0,0,0,technical,medium
0.51,0.63,many,198,short,0,0,0,management,medium
0.74,0.79,many,237,long,0,0,0,product_mng,low
0.84,0.91,middle,247,long,0,0,0,marketing,low
0.2,0.42,many,256,long,0,0,0,hr,low
0.57,0.46,middle,186,middle,1,0,0,IT,medium
0.95,0.74,many,243,long,0,0,0,management,medium
0.71,0.75,many,272,long,0,0,0,technical,low
0.54,0.9,middle,206,middle,0,0,0,technical,medium
0.63,0.67,many,169,short,0,0,0,marketing,medium
0.87,0.8,many,197,middle,0,0,0,sales,low
0.68,0.56,many,272,middle,0,0,0,sales,low
0.62,0.71,many,168,short,0,0,0,sales,high
0.48,0.71,little,162,middle,1,0,0,sales,high
0.5,0.99,little,258,middle,1,0,0,sales,medium
0.87,0.67,many,272,long,0,0,0,sales,low
0.17,0.64,many,205,long,1,0,0,sales,medium
0.81,0.78,many,159,middle,0,0,0,support,low
0.28,0.44,many,170,short,0,0,0,support,low
0.65,0.77,little,248,middle,0,0,0,support,low
0.85,0.78,middle,165,long,0,0,0,marketing,medium
0.66,0.62,many,250,short,0,0,0,RandD,medium
0.82,0.79,middle,176,middle,0,0,0,technical,low
0.83,0.73,many,262,short,0,0,0,RandD,medium
0.7,0.79,many,145,middle,0,0,0,accounting,medium
0.62,0.53,many,169,middle,0,0,0,IT,low
0.57,0.54,middle,159,middle,1,0,0,accounting,medium
0.3,0.48,little,104,short,0,0,0,technical,high
0.69,0.73,many,233,short,0,0,0,accounting,low
0.86,0.69,many,157,long,0,0,0,support,low
0.49,0.54,many,173,short,0,0,0,sales,low
0.91,0.84,middle,237,short,0,0,0,product_mng,medium
0.93,0.68,little,150,middle,0,0,0,technical,low
0.86,0.62,many,186,middle,0,0,0,product_mng,low
0.94,0.51,many,238,short,0,0,0,sales,low
0.74,0.78,many,203,short,0,0,0,sales,medium
0.77,0.83,many,231,short,0,0,0,management,medium
0.12,0.81,many,287,long,0,0,0,sales,medium
0.13,0.52,many,188,middle,0,0,0,sales,medium
0.17,0.55,many,240,long,0,0,0,RandD,low
0.74,0.89,many,149,short,0,0,0,sales,low
0.77,0.93,middle,227,middle,0,0,0,management,high
0.72,0.88,many,216,long,1,0,0,support,medium
0.78,0.49,middle,194,middle,1,0,0,sales,medium
0.69,0.59,many,266,long,0,0,0,technical,medium
0.67,0.67,many,192,long,0,0,0,IT,low
0.76,0.96,many,135,middle,1,0,1,RandD,low
0.77,0.64,middle,254,middle,0,0,0,accounting,medium
0.62,0.99,many,171,middle,0,0,0,RandD,medium
0.74,0.53,many,166,middle,0,0,0,hr,low
0.58,0.49,middle,167,middle,0,0,0,IT,medium
0.18,0.5,many,169,long,0,0,0,sales,low
0.58,0.74,many,215,middle,0,0,0,sales,low
0.51,0.5,middle,147,long,0,0,0,sales,medium
0.49,0.49,middle,168,long,0,0,0,sales,low
0.43,0.6,middle,138,middle,0,0,1,RandD,medium
1,0.89,middle,189,middle,0,0,0,sales,low
0.45,0.92,many,164,long,1,0,0,marketing,low
0.68,0.89,middle,241,middle,0,0,0,hr,low
0.49,0.89,many,201,long,0,0,0,sales,medium
0.8,0.74,middle,159,short,0,0,0,hr,medium
0.92,0.78,many,193,long,0,0,0,technical,high
0.5,0.56,middle,263,long,0,0,0,hr,medium
0.94,0.69,middle,269,middle,0,0,0,sales,low
0.61,0.75,middle,140,middle,0,0,0,RandD,low
0.68,0.85,middle,199,middle,0,0,0,product_mng,low
0.89,0.84,middle,166,short,0,0,0,support,high
0.91,0.82,many,238,short,0,0,0,management,low
0.89,0.51,many,185,middle,1,0,0,sales,high
0.64,0.72,many,254,middle,0,0,0,support,low
0.91,0.53,middle,273,long,0,0,0,management,low
0.69,0.72,many,210,short,1,0,0,sales,high
0.73,0.6,middle,137,middle,0,0,0,hr,medium
0.58,0.49,middle,135,short,0,0,0,IT,medium
0.91,0.7,many,134,short,0,0,0,technical,medium
0.53,0.79,middle,221,long,1,0,0,sales,medium
0.9,0.89,many,254,long,0,0,0,product_mng,low
0.39,0.64,middle,152,short,0,0,0,sales,low
0.91,0.7,many,201,short,1,0,0,accounting,low
0.65,0.4,little,277,short,0,0,0,technical,medium
0.42,0.47,little,125,long,0,0,0,IT,medium
0.78,0.58,middle,241,middle,1,0,0,sales,medium
0.79,0.49,many,163,middle,0,0,0,sales,high
0.85,0.99,many,233,short,0,0,0,marketing,high
0.67,0.85,many,266,middle,0,0,0,hr,medium
0.58,0.51,little,100,short,0,0,0,product_mng,low
0.91,0.61,middle,255,middle,0,0,0,accounting,medium
0.76,0.61,middle,141,short,0,0,0,sales,medium
0.68,0.75,many,274,long,0,0,0,sales,low
0.65,0.96,little,246,short,1,0,0,IT,low
0.84,0.79,many,258,long,0,0,0,support,low
0.57,0.97,many,126,long,0,0,0,sales,medium
0.48,0.86,many,246,middle,0,0,0,technical,low
0.9,0.74,many,249,middle,0,0,0,support,medium
0.63,0.55,middle,160,middle,0,0,0,sales,low
0.69,0.68,many,167,middle,0,0,0,technical,low
0.68,0.78,many,233,middle,0,0,0,technical,high
0.76,0.78,middle,189,short,0,0,0,sales,low
0.93,0.55,many,222,short,0,0,0,sales,low
0.89,0.56,many,225,long,0,0,0,technical,medium
0.86,0.61,many,193,short,0,0,0,support,high
0.31,0.92,many,197,long,0,0,0,IT,low
0.8,0.41,many,185,long,0,0,0,support,medium
0.91,0.58,middle,220,long,0,0,1,sales,low
0.44,0.66,middle,161,middle,0,0,0,IT,medium
0.78,0.66,many,105,long,1,0,0,RandD,low
0.91,0.63,many,240,long,0,0,0,sales,medium
0.34,0.88,many,131,long,0,0,0,sales,low
0.91,0.77,middle,195,long,0,0,0,sales,medium
0.36,0.55,many,226,long,0,0,0,management,medium
0.92,0.6,middle,179,short,0,0,0,IT,low
0.55,0.66,middle,134,middle,0,0,0,support,low
0.76,0.42,middle,217,short,0,0,0,sales,low
0.77,0.95,middle,192,long,1,0,0,RandD,medium
0.76,0.72,middle,263,middle,0,0,0,product_mng,medium
0.66,0.63,middle,166,middle,0,0,0,IT,high
0.41,0.84,many,191,long,0,0,0,hr,medium
0.52,0.57,middle,150,middle,0,0,0,sales,low
0.86,0.91,many,147,middle,0,0,0,technical,medium
0.66,0.95,many,192,long,0,0,0,sales,medium
0.17,0.66,many,174,middle,0,0,0,sales,medium
0.95,0.9,middle,155,middle,0,0,0,technical,medium
0.34,0.46,little,169,short,1,0,0,support,low
0.76,0.98,little,235,middle,0,0,0,management,high
0.56,0.82,middle,208,short,0,0,0,support,medium
0.96,0.58,many,178,middle,0,0,0,IT,low
0.37,0.37,many,173,short,0,0,0,accounting,low
0.14,0.74,many,117,long,0,0,0,accounting,medium
0.62,0.81,middle,245,short,1,0,0,hr,low
0.65,0.86,many,250,middle,0,0,0,IT,low
0.94,0.7,middle,271,long,0,0,0,sales,medium
0.87,0.75,middle,258,middle,0,0,0,technical,medium
0.44,0.41,middle,125,long,0,0,0,sales,medium
0.4,0.98,many,154,middle,0,0,0,product_mng,low
0.89,0.96,many,260,middle,0,0,0,sales,low
0.9,0.66,middle,231,middle,0,0,0,hr,medium
0.93,0.94,many,156,middle,1,0,0,marketing,low
0.95,0.64,middle,262,middle,0,0,0,sales,low
0.17,0.85,middle,234,middle,0,0,0,RandD,low
0.61,0.82,middle,261,long,0,0,0,IT,low
0.68,1,many,258,long,0,0,0,sales,low
0.86,0.93,little,260,short,0,0,0,support,low
0.66,0.52,middle,149,long,1,0,0,sales,medium
0.79,0.87,many,223,long,0,0,0,sales,medium
0.59,0.77,middle,272,long,0,0,0,management,high
0.51,0.62,little,186,short,0,0,0,sales,low
0.53,0.81,middle,275,short,0,0,0,technical,low
0.7,0.98,many,194,short,0,0,0,IT,medium
0.92,0.98,middle,149,middle,0,0,0,support,medium
0.5,0.51,many,134,middle,0,0,0,product_mng,low
0.9,0.85,middle,158,long,0,0,0,marketing,medium
0.54,0.86,many,205,long,0,0,0,support,low
0.73,0.68,middle,132,short,0,0,0,support,medium
0.59,0.73,middle,159,middle,1,0,0,technical,medium
0.41,0.59,little,182,middle,0,0,0,technical,medium
0.23,0.77,many,272,short,0,0,0,sales,low
0.92,0.49,many,178,short,1,0,0,RandD,medium
0.65,0.96,little,246,short,1,0,0,IT,low
0.84,0.5,middle,227,short,0,0,0,support,low
0.76,0.59,middle,191,long,0,0,0,marketing,medium
0.99,0.5,many,173,middle,0,0,0,management,low
0.64,0.52,middle,269,short,0,0,0,sales,medium
0.96,0.55,many,153,middle,0,0,0,RandD,medium
0.47,0.49,little,112,middle,1,0,0,support,medium
0.48,0.73,many,152,long,0,0,0,IT,medium
0.65,0.7,middle,141,long,0,0,0,support,low
0.98,0.96,many,183,middle,1,0,0,accounting,medium
0.8,0.82,middle,178,middle,0,0,0,support,low
0.91,0.89,many,260,middle,0,0,0,sales,low
0.16,0.94,many,261,long,0,0,0,technical,low
0.51,0.96,many,268,long,0,0,0,sales,low
0.81,0.98,middle,141,middle,0,0,0,support,medium
0.83,0.98,many,189,long,1,0,0,management,low
0.67,0.57,little,234,long,0,0,0,management,low
0.71,0.65,many,263,short,1,0,1,technical,medium
0.92,0.53,little,261,long,0,0,0,support,low
0.79,0.7,many,268,short,0,0,0,support,medium
0.28,0.46,many,260,short,0,0,0,accounting,medium
0.52,0.8,middle,156,middle,0,0,0,sales,medium
0.82,0.56,little,227,long,1,0,0,management,high
0.79,0.48,many,200,middle,0,0,0,sales,low
0.75,0.96,many,150,short,0,0,0,product_mng,low
0.8,0.65,middle,264,long,0,0,0,management,high
0.78,0.96,middle,248,middle,0,0,0,IT,medium
0.5,0.56,many,185,short,0,0,0,sales,high
0.62,0.71,middle,177,middle,1,0,0,IT,low
0.86,0.83,many,208,middle,1,0,0,IT,low
0.49,0.85,middle,250,short,0,0,0,sales,medium
0.24,0.63,many,203,long,0,0,0,technical,low
0.3,0.47,many,176,short,0,0,0,sales,low
0.16,0.73,many,197,short,0,0,0,technical,low
0.58,0.64,little,249,short,0,0,0,technical,low
0.49,0.83,many,194,middle,0,0,0,technical,medium
0.78,0.77,middle,149,long,1,0,0,support,medium
0.62,0.82,many,151,long,0,0,0,sales,low
0.81,0.87,many,161,short,0,0,0,RandD,medium
0.87,0.52,middle,237,middle,0,0,0,support,low
0.7,0.7,middle,224,middle,0,0,0,sales,low
0.48,0.72,middle,143,long,0,0,0,sales,medium
0.59,0.55,many,138,short,0,0,0,marketing,high
0.91,0.67,many,206,middle,0,0,0,IT,low
0.45,0.64,middle,169,long,0,0,0,IT,medium
0.32,0.48,many,117,long,0,0,1,marketing,medium
0.31,0.51,many,229,long,0,0,0,support,high
0.44,0.74,many,253,short,0,0,0,accounting,medium
0.24,0.57,many,232,middle,0,0,0,sales,medium
0.95,0.62,many,255,short,0,0,0,sales,medium
0.44,0.65,middle,175,short,0,0,0,IT,low
0.86,0.57,middle,162,long,0,0,0,sales,medium
0.71,0.63,middle,204,middle,0,0,0,marketing,low
0.66,0.85,many,237,middle,1,0,0,support,medium
0.44,0.44,little,141,long,1,0,1,management,high
0.9,0.72,many,143,middle,0,0,0,IT,medium
0.17,0.78,middle,239,long,0,0,0,sales,low
0.65,0.63,many,143,long,0,0,0,management,medium
0.76,0.79,many,187,long,0,0,0,hr,medium
0.58,0.63,many,159,middle,0,0,0,technical,medium
0.22,0.7,little,274,long,0,0,0,sales,high
0.82,0.82,middle,148,middle,0,0,0,IT,low
0.64,0.94,middle,221,short,0,0,0,sales,low
0.65,0.74,many,237,middle,1,0,0,sales,low
0.92,0.88,middle,184,middle,1,0,0,technical,low
0.57,0.69,many,146,middle,0,0,0,support,low
0.86,0.7,many,160,middle,0,0,0,technical,medium
0.81,0.5,many,152,middle,1,0,0,RandD,low
0.97,0.51,many,241,long,0,0,0,hr,medium
0.7,0.79,many,194,middle,0,0,0,sales,medium
1,0.77,many,269,middle,0,0,0,sales,low
0.13,0.97,many,162,long,0,0,0,sales,low
0.91,0.82,many,238,short,0,0,0,management,low
0.56,0.83,many,275,short,0,0,0,sales,medium
0.53,0.69,many,135,middle,0,0,0,product_mng,low
0.82,0.92,many,196,middle,0,0,0,sales,medium
0.54,0.46,little,98,long,0,0,0,support,low
0.55,0.91,many,187,long,1,0,0,hr,low
0.48,0.45,middle,277,short,1,0,0,accounting,high
0.7,0.85,many,142,short,0,0,0,support,low
0.57,0.59,many,250,short,0,0,0,support,low
0.8,0.8,many,146,middle,1,0,0,IT,low
0.86,0.93,many,208,short,0,0,0,IT,low
0.76,0.78,middle,162,middle,0,0,0,technical,medium
0.33,0.82,little,114,long,0,0,0,technical,high
0.95,0.66,many,223,long,0,0,0,IT,low
1,0.84,middle,215,short,0,0,0,sales,medium
0.95,0.62,many,150,short,0,0,0,management,low
0.65,0.86,many,264,short,1,0,0,hr,low
0.61,1,many,243,short,0,0,0,technical,medium
0.58,0.73,middle,165,short,0,0,0,technical,medium
0.61,0.86,middle,239,middle,0,0,0,IT,low
0.81,0.78,many,159,middle,0,0,0,support,low
0.89,0.71,many,194,middle,0,0,0,hr,low
0.98,1,many,150,middle,0,0,0,technical,medium
0.55,0.59,middle,231,long,0,0,0,hr,medium
0.2,0.76,many,188,middle,0,0,0,IT,low
0.2,0.68,many,167,long,0,0,0,marketing,medium
0.5,0.49,middle,180,middle,1,0,0,marketing,low
0.51,0.8,many,198,long,0,0,0,marketing,medium
0.68,0.69,many,176,middle,1,0,0,IT,medium
0.32,0.79,many,136,middle,0,0,0,product_mng,medium
0.42,0.56,little,103,middle,1,0,0,marketing,medium
1,0.92,many,161,middle,1,0,0,support,low
0.72,0.54,middle,286,long,0,0,0,product_mng,medium
0.56,0.89,many,263,middle,0,0,0,accounting,low
0.49,0.66,middle,155,middle,0,0,1,sales,low
0.15,0.61,middle,146,long,1,0,0,technical,medium
0.68,0.41,many,254,long,0,0,0,product_mng,low
0.93,0.63,middle,160,long,1,0,0,sales,low
0.75,0.7,many,179,short,0,0,0,marketing,low
0.96,0.51,middle,241,long,1,0,0,support,low
0.64,0.6,middle,196,middle,0,0,0,sales,low
0.78,0.56,many,252,short,0,0,0,sales,high
0.58,0.88,middle,157,long,0,0,1,technical,low
0.4,0.47,many,108,middle,0,0,0,sales,medium
0.55,0.67,middle,150,short,0,0,1,sales,low
0.52,0.99,many,253,middle,0,0,0,marketing,medium
0.54,0.7,middle,213,short,0,0,0,marketing,low
0.19,0.63,many,241,long,0,0,0,sales,high
0.56,0.77,many,238,long,0,0,0,technical,medium
0.66,0.59,middle,145,middle,0,0,0,hr,medium
0.62,0.94,many,252,long,0,0,0,accounting,low
0.79,0.49,many,163,middle,0,0,0,sales,high
0.81,0.83,middle,132,long,0,0,0,sales,medium
0.63,0.61,many,186,long,0,0,0,technical,low
0.8,0.84,many,242,short,1,0,0,marketing,low
0.49,0.52,middle,168,middle,0,0,0,IT,medium
0.89,0.52,middle,164,middle,0,0,0,technical,high
0.58,0.79,many,130,middle,0,0,0,IT,medium
0.61,0.94,middle,224,long,0,0,0,technical,medium
0.51,0.99,many,211,middle,0,0,0,support,medium
0.87,0.74,many,151,long,0,0,0,sales,medium
0.88,0.83,many,163,middle,0,0,0,hr,low
0.67,0.97,many,196,middle,0,0,0,support,medium
0.35,0.71,many,204,long,1,0,0,technical,medium
0.96,0.61,middle,140,middle,0,0,0,marketing,low
0.88,0.75,many,152,middle,0,0,0,hr,high
0.14,0.83,many,175,long,1,0,0,IT,low
0.55,0.51,middle,192,middle,0,0,0,accounting,medium
0.85,0.6,many,178,short,0,0,0,technical,medium
0.55,0.57,middle,266,short,0,0,0,technical,medium
0.5,0.95,many,194,middle,0,0,0,sales,low
0.17,0.56,many,218,long,1,0,0,support,medium
0.83,0.54,many,259,long,0,0,0,support,medium
0.45,0.92,many,164,long,1,0,0,marketing,low
0.86,0.92,middle,180,short,0,0,0,support,medium
0.62,0.81,middle,245,short,1,0,0,hr,low
0.99,0.77,many,222,short,0,0,0,accounting,medium
0.27,0.42,many,173,long,0,0,0,sales,medium
0.6,0.59,many,201,middle,0,0,0,sales,medium
0.84,0.4,many,246,middle,0,0,0,sales,low
0.74,0.95,many,266,long,0,0,1,management,high
0.84,0.85,many,185,middle,1,0,0,IT,medium
0.55,0.75,many,166,short,0,0,0,sales,low
0.79,0.83,many,250,short,0,0,0,management,medium
0.86,0.64,many,188,middle,0,0,0,product_mng,medium
0.75,0.64,many,247,middle,1,0,0,sales,medium
0.59,0.75,many,190,short,0,0,0,sales,medium
0.63,0.96,many,133,short,0,0,0,technical,low
0.75,0.49,many,246,middle,1,0,0,sales,low
0.44,0.45,middle,133,short,1,0,0,support,medium
0.19,0.86,many,192,long,0,0,0,sales,low
0.78,0.63,many,181,short,0,0,0,sales,medium
0.78,0.82,many,143,middle,0,0,0,support,medium
0.97,0.41,many,135,long,0,0,0,sales,medium
0.67,0.6,many,210,middle,0,0,0,support,low
0.45,0.55,many,206,short,0,0,0,sales,low
0.72,0.58,middle,198,short,0,0,0,marketing,low
0.71,0.99,little,136,middle,0,0,0,IT,low
0.63,0.93,many,233,middle,0,0,0,IT,medium
0.28,0.89,many,97,long,0,0,0,management,low
0.87,0.48,many,242,middle,0,0,0,sales,medium
0.63,0.71,many,141,short,0,0,0,RandD,medium
0.75,0.56,many,231,short,0,0,0,RandD,low
0.75,0.69,middle,274,short,0,0,0,sales,medium
0.88,0.81,many,179,middle,0,0,0,management,high
0.81,0.55,middle,199,short,1,0,0,IT,medium
0.65,0.52,many,266,middle,1,0,0,IT,medium
0.59,0.99,many,254,middle,1,0,0,sales,low
0.59,0.62,middle,166,short,0,0,0,sales,low
0.87,0.57,little,181,long,0,0,0,RandD,medium
0.63,0.96,many,167,short,0,0,0,technical,medium
0.63,0.83,many,159,short,0,0,0,marketing,low
0.31,0.61,many,97,short,0,0,0,support,low
0.89,0.63,many,270,middle,1,0,0,sales,medium
0.88,0.86,middle,187,middle,0,0,0,marketing,low
0.69,0.52,middle,186,middle,0,0,0,IT,medium
0.56,0.68,many,220,short,0,0,0,support,medium
0.77,0.91,many,239,middle,1,0,0,product_mng,low
0.76,0.81,middle,225,middle,0,0,0,technical,medium
0.73,0.63,middle,172,long,1,0,0,accounting,low
0.88,0.71,many,250,middle,0,0,0,RandD,medium
0.56,0.48,middle,134,middle,0,0,0,product_mng,low
0.67,0.6,many,210,middle,0,0,0,support,low
0.17,0.76,many,199,long,0,0,0,management,medium
0.97,0.97,many,192,short,0,0,0,sales,low
0.7,0.84,many,225,long,0,0,0,accounting,low
0.65,0.77,little,248,middle,0,0,0,support,low
0.64,0.55,middle,246,short,0,0,1,marketing,high
0.9,0.81,many,175,middle,0,0,0,management,medium
0.82,0.77,middle,108,long,0,0,0,product_mng,medium
0.96,0.69,many,156,long,0,0,0,support,high
0.61,0.52,many,255,middle,0,0,0,support,medium
0.63,0.7,many,160,middle,0,0,0,management,high
0.22,0.54,many,169,long,0,0,0,technical,low
0.51,0.52,middle,188,middle,0,0,0,technical,high
0.52,0.44,middle,119,short,0,0,0,sales,low
0.52,0.96,middle,271,middle,1,0,0,technical,medium
0.88,0.6,many,162,short,0,0,0,technical,low
0.85,0.9,middle,245,middle,0,0,0,marketing,medium
0.67,0.56,middle,237,long,0,0,0,support,medium
0.65,0.52,many,266,middle,1,0,0,IT,medium
0.61,0.81,many,134,middle,0,0,0,sales,medium
0.56,0.39,many,263,long,0,0,0,marketing,medium
0.66,0.82,many,257,middle,1,0,0,sales,medium
0.61,0.88,many,134,long,0,0,0,technical,low
0.48,0.61,middle,146,middle,0,0,0,marketing,medium
0.54,0.75,many,249,long,0,0,0,support,medium
0.65,0.57,middle,168,short,0,0,0,sales,high
0.73,0.93,middle,205,middle,0,0,0,product_mng,high
0.76,0.89,many,204,middle,0,0,0,accounting,low
0.82,0.56,little,227,long,1,0,0,management,high
0.65,0.7,many,157,long,0,0,0,support,medium
0.93,0.88,many,140,middle,0,0,0,RandD,high
0.6,0.9,many,178,middle,0,0,1,RandD,high
0.83,0.7,many,168,middle,0,0,0,hr,low
0.55,0.97,many,267,long,0,0,0,management,medium
0.81,0.88,many,149,middle,0,0,0,accounting,medium
0.62,0.51,middle,222,middle,1,0,0,technical,medium
0.84,0.63,many,135,short,0,0,0,sales,medium
0.62,0.51,middle,222,middle,1,0,0,technical,medium
0.95,0.62,many,255,short,0,0,0,sales,medium
0.63,0.61,many,186,long,0,0,0,technical,low
0.9,0.83,middle,151,middle,0,0,0,IT,low
0.76,0.55,many,163,short,1,0,0,hr,medium
0.8,0.74,many,221,long,0,0,0,product_mng,low
0.18,0.73,many,231,long,0,0,0,sales,low
0.97,0.52,many,207,middle,0,0,0,product_mng,low
0.5,0.56,many,266,short,0,0,0,RandD,low
0.36,0.74,many,280,middle,0,0,0,sales,low
0.9,0.88,many,254,short,0,0,0,marketing,medium
0.62,0.38,middle,257,middle,0,0,0,technical,medium
0.75,0.48,little,284,long,0,0,0,hr,low
0.58,0.65,middle,139,long,0,0,0,management,high
0.51,0.46,middle,176,middle,0,0,0,sales,low
0.52,0.51,middle,218,short,1,0,0,technical,medium
0.76,0.77,many,257,middle,0,0,0,RandD,medium
0.78,0.69,many,202,middle,0,0,0,product_mng,low
0.91,0.71,middle,171,short,0,0,0,IT,low
0.9,0.78,many,215,middle,0,0,1,technical,low
0.27,0.64,little,188,middle,0,0,0,hr,low
0.15,0.91,little,207,middle,0,0,0,technical,medium
0.21,0.9,little,239,short,0,0,0,technical,low
0.85,0.5,many,159,short,0,0,1,technical,medium
0.6,0.91,many,211,middle,0,0,0,sales,low
0.48,0.63,many,129,long,0,0,0,technical,medium
0.76,0.85,many,135,middle,0,0,0,accounting,medium
0.51,0.94,many,260,long,0,0,0,technical,low
0.51,0.91,many,194,short,0,0,0,technical,medium
0.3,0.66,middle,198,short,0,0,0,product_mng,medium
0.2,0.75,middle,235,long,0,0,0,technical,high
0.52,0.63,middle,233,middle,0,0,1,sales,medium
0.83,0.55,middle,271,long,0,0,0,sales,medium
0.48,0.77,many,274,long,0,0,0,product_mng,medium
0.88,0.98,middle,263,middle,1,0,0,technical,high
0.76,0.73,middle,158,short,0,0,0,technical,low
0.79,0.92,middle,204,middle,0,0,0,support,medium
0.44,0.74,many,250,long,0,0,0,RandD,medium
0.59,0.87,middle,268,long,0,0,0,accounting,medium
0.89,0.57,many,176,long,0,0,0,support,high
0.78,0.84,many,173,middle,0,0,0,support,low
0.75,0.76,middle,171,long,0,0,0,sales,low
0.5,0.68,middle,245,long,0,0,0,marketing,medium
0.93,0.5,many,272,middle,0,0,0,sales,low
0.15,0.91,little,207,middle,0,0,0,technical,medium
0.67,0.82,many,171,short,0,0,0,sales,medium
0.85,0.6,many,255,long,0,0,0,hr,low
0.88,0.58,many,264,middle,0,0,0,technical,low
0.56,0.83,many,157,middle,0,0,0,IT,medium
0.74,0.8,many,200,long,0,0,0,product_mng,low
0.5,0.9,many,226,short,0,0,0,management,high
0.96,0.97,many,260,middle,0,0,0,support,low
0.62,0.51,many,134,middle,0,0,0,sales,high
0.9,0.45,many,241,long,0,0,0,support,medium
0.65,0.53,many,160,middle,0,0,0,sales,low
0.81,0.78,many,159,middle,0,0,0,support,low
0.24,0.62,many,199,long,0,0,0,sales,low
0.67,0.99,many,237,middle,0,0,0,product_mng,medium
0.53,0.96,many,272,short,0,0,0,support,low
0.9,0.55,middle,195,middle,0,0,0,IT,medium
0.93,0.53,many,204,short,0,0,0,support,medium
0.48,0.69,many,222,short,0,0,0,technical,medium
0.97,0.61,many,167,middle,0,0,1,accounting,high
0.61,0.61,many,246,short,0,0,0,accounting,low
0.49,0.52,many,267,short,0,0,0,technical,high
0.54,0.49,little,155,short,1,0,0,marketing,medium
0.89,0.68,middle,175,short,0,0,0,sales,low
